TeamNum,TeamName,TeamCountry,TeamCity
950,Team 950,USA,Reno
953,Team Illuminati,USA,Reno
954,Scorpion Robotics,USA,Reno
955,Ctrl C,USA,Corvallis
956,Eagle Cybertechnology ,USA,Adair Village
957,SWARM - South and West Albany Robotics Maniacs,USA,Albany
959,Team 959,USA,Palmer
960,Circuit Breakers,USA,Anchorage
961,Buckaroo Brutes,USA,Winnemucca
962,Thunderbots,USA,Bullhead City
963,South Bulldogs Robotics,USA,Columbus
964,Bearcat Robotics,USA,Bedford
966,Heights Tigers,USA,Cleveland Heights
967,Iron Lions,USA,Marion
968,RAWC (Robotics Alliance Of West Covina),USA,West Covina
969,Hollis Lightning,USA,Lebanon
970,The Cardinals,USA,East Cleveland
971,Spartan Robotics,USA,Mountain View
972,Iron Claw,USA,Los Gatos
973,Greybots,USA,Atascadero
974,Nautae,USA,Los Angeles
975,Synergy Robotics,USA,Midlothian
976,Circuit Breakerz,USA,Nottoway
977,Cometbots,USA,South Boston
979,Team 979,USA,Dayton
980,ThunderBots,USA,Burbank
981,Snobotics,USA,Lebec
982,The Knights,USA,Sioux Falls
984,Team 984,USA,Wellesley
987,HIGHROLLERS,USA,Las Vegas
988,Steel Phoenix,USA,Las Vegas
989,Palo,USA,Las Vegas
990,The Deadly Viper Assassination Squad,USA,Las Vegas
991,BroncoBots,USA,Phoenix
992,Oakwood Robotics,USA,North Hollywood
995,Monkey Wrenchers,USA,Alhambra
996,Mecha Knights,USA,Casa Grande
997,Spartan Robotics,USA,Corvallis
998,The Overcookers,USA,Soldotna
999,MechaRAMS,USA,Cheshire
1000,Cybearcats,USA,Valparaiso
1001,Hacksaw,USA,Lyndhurst
1002,CircuitRunners Robotics,USA,Marietta
1005,Chaminade Robotics,USA,St. Louis
1006,Fast Eddie Robotics,Canada,Port Perry
1007,The Tyrants,USA,Snellville
1008,Team Lugnut,USA,Columbus
1009,Bolt Action,Canada,North York
1010,B.C. Hawks,USA,Ortonville
1011,CRUSH,USA,Tucson
1013,The Phoenix,USA,Queen Creek
1014,Bad Robots,USA,Dublin
1015,Pi Hi Samurai,USA,Ann Arbor
1016,Evolution,USA,Darlington
1017,Home Advantage,USA,Flint
1018,Pike RoboDevils,USA,Indianapolis
1019,Sons Of The Beach,USA,Westhampton Beach
1020,The Prank Monkeys,USA,Muncie
1022,Archer GEeks,USA,Fort Wayne
1023,Bedford Express,USA,Temperance
1024,Kil-A-Bytes,USA,Indianapolis
1025,Impi Warriors,USA,Ferndale
1026,Cougars,USA,York
1027,Mechatronic Maniacs,USA,West Springfield
1028,UBERGEEKS,USA,Huntsville
1029,Wolverine Robotics,USA,Miami
1030,Combined Minds,USA,Groveport
1031,The Boilermakers,USA,San Francisco
1033,Team CLUTCH,USA,Richmond
1034,Eclipse,USA,Chicago
1035,T12,USA,Chicago
1036,Central Tech Robotics,Canada,Toronto
1037,The SCREAM Team,USA,Rochester Hills
1038,Lakota Robotics,USA,Liberty Township 
1039,Chief Sealth Robotics,USA,Seattle
1040,Pythons,USA,Atlanta
1041,Impending Disaster,USA,Austell
1042,Team 1042,USA,Chicago
1043,Batteries Not Included,USA,San Jose
1045,MSJ Robotics,USA,Fremont
1046,Aztechs,USA,Palm Desert
1047,Team Echoes,USA,Irvine
1048,Mustang Robotics,USA,Manville
1049,Archangel Robotics,Canada,Toronto
1051,Technical Terminators,USA,Mullins
1052,Team 1052,USA,Pinole
1053,Gears of Glebe,Canada,Ottawa
1054,Knightmares,USA,Buckingham
1055,Frank's Garage,USA,Chicago
1056,Hot Rocks,USA,Hilo
1057,The Blue Knights,USA,Sandersville
1058,PVC Pirates,USA,Londonderry
1059,Team 1059,USA,Simsbury
1060,Dust Devils,USA,Mohave Valley
1062,Storm Troopers,USA,Celebration
1063,Team MG,Canada,Toronto
1064,Wild Beast,USA,South Milwaukee
1065,The Moose,USA,Kissimmee
1067,Junior Billikens,USA,Saint Louis
1068,The Ninjaneers,USA,Orlando
1069,Technobots,USA,Greer
1070,Royal Robotrons,USA,Woodland Hills
1071,Team MAX,USA,Wolcott
1072,Harker Robotics,USA,San Jose
1073,The Force Team,USA,Hollis
1074,Team 1074,,
1075,Sprockets,Canada,Whitby
1076,PiHi Samurai,USA,Ann Arbor
1077,All Stars,USA,Miami
1079,Chaparral Robotic Eng And Tech Explorers Murrieta Amazing Grace Inventors Coalit,USA,Temecula
1080,Resurgence Robotics,USA,Henrico
1081,Tech Warriors,USA,Atlanta
1082,Railroaders,USA,Sparks
1083,Team Emoticons,USA,Orlando
1084,IronColts,Canada,Sarnia
1085,Aquatic Robotics,USA,Avon
1086,Blue Cheese,USA,Glen Allen
1087,Titronics Digerati,USA,Salem
1088,Scarborough Warriors At The Top,Canada,West Hill / Toronto
1089,Team Mercury,USA,Hightstown
1090,Team 1090,USA,St Louis
1091,Oriole Assault,USA,Hartford
1092,The Rabid Rabbits,USA,Smyrna
1093,Cougars,USA,Richmond
1094,Channel Cats,USA,O Fallon
1095,Metal Minds,USA,Chatham
1096,ZULU,USA,Radford
1097,Site 3 Engineering,USA,Carmichael
1098,"Rockwood Robotics ""Rock-Bots""",USA,Wildwood
1099,DiscoTechs,USA,Brookfield
1100,Inverse Polarity,USA,Northborough/Southborough
1101,Mustangs,USA,Surrey
1102,M'Aiken Magic,USA,Aiken
1103,Frankenbots,USA,Delavan
1104,TechnoEagles,USA,Axtell
1105,The Prep,USA,Los Angeles
1106,patriots,USA,Mayville
1108,Panther Robotics,USA,Paola
1109,The RoboHawks,Canada,Lively
1110,Binary Bulldogs,USA,Palmdale
1111,Power Hawks Robotics,USA,Edgewater
1112,Huskies,Canada,Toronto
1113,Urban Assault,USA,Philadelphia
1114,Simbotics,Canada,St Catharines
1115,Deus Ex Machina,USA,Santa Monica
1116,Team 1116,USA,La Puente
1118,NERDS INC.,USA,Knoxville
1119,Pup Cups,USA,Walpole
1120,Milpitas Xtreme Robotics,USA,Milpitas
1122,Railbots,USA,Cleveland
1123,AIM ⛟ Robotics,USA,Fairfax
1124,UberBots,USA,Avon
1125,Broncos,USA,San Diego
1126,SPARX,USA,Webster
1127,Lotus Robotics,USA,Milton
1129,Team 1129,Canada,Montreal
1130,Phantoms ,USA,Albany
1131,Robo-Techs,USA,Hagerstown
1132,R.A.P.T.A.R. (Robotics Adventure Professionals of Tidewater and Richmond),USA,Ashland
1133,The Hug A Bots,USA,Reno
1135,Schmoebotics,USA,Cerritos
1136,Nutty Genius's,USA,Spring Valley
1137,Rocket Sauce,USA,Mathews
1138,Eagle Engineering,USA,Canoga Park
1139,The Chamblee Gear Grinders,USA,Chamblee
1140,MAGNADON,USA,Holly
1141,TAS Megawatts,Canada,Peterborough
1142,SH Robo Uknighted,USA,Daytona Beach
1143,Cruzin' Comets,USA,Clarks Summit
1144,COQUITRON,USA,San Lorenzo
1146,Magic,Canada,Labrador City
1147,The Herdinators,USA,Elk Grove
1148,Harvard Westlake Robotics,USA,Studio City
1149,T. O. Robotics,USA,Thousand Oaks
1150,Storm System,USA,Camp Verde
1151,The Hitchhikers,USA,San Pablo
1152,Blue Stars,USA,Hyde Park
1153,Timberwolves,USA,Walpole
1154,Harrisonburg High School Blue Streaks,USA,Harrisonburburg
1155,SciBorgs,USA,Bronx
1156,Under Control,Brazil,Novo Hamburgo
1157,Landsharks,USA,Boulder
1158,The Corps,USA,Collbran
1159,Ramona Rampage,USA,Alhambra
1160,Titanium Robotics,USA,San Marino
1161,Highland 1,USA,Brighton
1162,The Robotics Team,USA,Canutillo
1163,Trojan Horses,USA,Faulkton
1164,Project NEO,USA,Las Cruces
1165,Team Paradise,USA,Phoenix
1166,Highlander Robotics,USA,Garden City
1167,Knightmares,USA,Savannah
1168,Malvern Robotics,USA,Malvern
1169,Fairbanks Robarctics,USA,Fairbanks
1172,We Tek Too,USA,Richmond
1177,MECHA-JAGS,USA,Stone Mountain
1178,DURT  (De Smet United Robotics Team),USA,Saint Louis
1180,Atomsmashers,USA,Thunderbolt
1181,St Francis of Assisi Team 1,USA,Gilbert
1182,Patriots,USA,Manchester
1183,the peasants,USA,Suwanee
1184,Cobra Robotics,USA,Bel Air
1185,The X-Bots,USA,Pittsburgh
1187,Brick City Flame,USA,Newark
1188,The Ravens,USA,Royal Oak
1189,Gearheads,USA,Grosse Pointe
1190,ANONOBOTS,USA,Aurora
1191,Eagles,USA,Pittsburgh
1192,Team 1192,USA,Land O Lakes
1195,S.O.A.R. (Students of Applied Robotics),USA,Springdale
1197,TorBots,USA,Torrance
1199,Team 1199,USA,Pittsburgh
1200,Team 1200,USA,New Stanton
1201,CSI:Monroe,USA,Aberdeen
1202,Ranger Robotics,USA,Sidman
1203,PANDEMONIUM,USA,West Babylon
1204,Eagles,USA,Lakewood
1205,Badgerbots,USA,Bruni
1206,Wrench Warriors,USA,Fairview Park
1208,Metool Brigade,USA,O Fallon
1209,RoboHornets,USA,Tulsa
1210,Team TACKLE,USA,St Louis
1211,Robotnics,USA,Brooklyn
1212,Sentinels,USA,Chandler
1213,GROVES,USA,Beverly  Hills
1214,The Grizzlies,USA,Houston
1215,Machine Tool,USA,Washington
1216,Knights,USA,Oak Park
1218,SCH Robotics,USA,Philadelphia
1219,Iron Eagles,Canada,Toronto
1220,Rockhoppers - Hilltopper Robotics,USA,Milwaukee
1221,Nerdbotics,Canada,Mississauga
1222,Falcons,USA,Richmond
1223,Twisted Dimension,USA,Mesa
1224,Team 1224 - The Pius Princesses,USA,Bronx
1225,The Gorillas,USA,Hendersonville
1226,Team 1226,USA,Farmingdale
1227,Techno-Gremlins,USA,Grand Rapids
1228,RoboTribe,USA,Rahway
1229,Tidal Shift,Canada,Windsor
1230,The Lehman Lionics,USA,Bronx
1232,RAMS ROBOTICS,Canada,Stratford
1235,Maximum Strength,USA,Columbus
1236,Phoenix Rising,USA,Danville
1237,Cybernetic Panthers,USA,New York
1238,EcoRobotics,USA,New York
1239,Vita Dogs,USA,Olmsted Falls
1240,Sappers,USA,Manitowoc
1241,THEORY6,Canada,Mississauga
1242,Team S.M.I.L.E.Y,USA,Plantation
1243,Dragons,USA,Swartz Creek
1244,Viking Robotics,Canada,Goderich
1245,Monarch Robotics,USA,Louisville
1246,Agincourt Skunkworks,Canada,Scarborough
1247,"Blood, Sweat, and Gears",USA,North Sutton
1248,TITANium Allies,USA,Berea
1249,Robo Rats,USA,Delbarton
1250,Gator-Bots,USA,Dearborn
1251,TechTigers Robotics,USA,Tamarac
1254,Tech Force,USA,Lawrence
1255,Blarglefish,USA,Baytown
1256,Highlanders,USA,Howell
1257,Parallel Universe,USA,Scotch Plains
1258,SeaBot,USA,Seattle
1259,Paradigm Shift,USA,Pewaukee
1260,Panthers,Canada,Mississauga
1261,Robo Lions Team1261,USA,Suwanee
1262,the STAGS,USA,Martinsville
1263,Austin High School/Marshall Space Flight Center,USA,Decatur
1266,The Devil Duckies,USA,San Diego
1268,Purgolder Robotics,USA,Milwaukee
1270,Red Dragons,USA,Cleveland
1272,Tyrannikal Mechanikal,USA,Bloomington
1274,Wolf Bytes,USA,Berea
1275,Pi-Robots,Canada,Toronto
1276,Kaizen Blitz,USA,Rockland
1277,The Robotomies,USA,Groton
1278,B.E.A.R.S,USA,North Royalton
1279,Cold Fusion,USA,Somerville
1280,Ragin' C-Biscuits,USA,Danville
1281,Mustang Robotics,Canada,Richmond Hill
1284,DART,USA,Guntersville
1285,The Biggest Birds,Canada,Mississauga
1286,Kevlar Cranes,USA,Royal Oak
1287,Aluminum Assault,USA,Myrtle Beach
1288,RAVEN Robotics,USA,Saint Charles
1289,Gearheadz,USA,Lawrence
1290,Robowolves,USA,Chandler
1291,Circuit Breakers,Canada,Toronto
1292,RNS Joysticks,Canada,Rothesay
1293,Pandamaniacs,USA,Columbia
1294,Pack of Parts,USA,Sammamish
1295,The Golems,Canada,Toronto
1296,Full Metal Jackets,USA,Rockwall
1297,Team 1297,USA,Sylacauga
1298,205 Terminators,USA,Birmingham
1299,Dominators,USA,Jasper
1300,EVO,Canada,Oakville
1301,The Robotic Raiders,USA,Seattle
1302,Team Lionheart,USA,Sparta
1303,WYOHAZARD,USA,Casper
1304,N.O. Botics,USA,New Orleans
1305,Ice Cubed,Canada,North Bay
1306,BadgerBOTS,USA,Middleton
1307,Robosaints,USA,Dover
1308,Wildcat Robotics,USA,Cleveland
1309,Diamond Eagles,Canada,Toronto
1310,Runnymede Robotics,Canada,York
1311,Kell Robotics,USA,Kennesaw
1312,Syntax Error,Canada,Walkerton
1315,Robo-Knights,USA,Pacific
1317,Digital Fusion,USA,Westerville
1318,Issaquah Robotics Society,USA,Issaquah
1319,Flash,USA,Mauldin
1320,"""Beltway: The Learning Machine""",USA,St. Stephen
1322,GRAYT Leviathons (Genesee Robotics Area Youth Team),USA,Fenton
1323,MadTown Robotics,USA,Madera
1324,Sporks,USA,Sedona
1325,Inverse Paradox,Canada,Mississauga
1326,Cy-Ridge Robotics,USA,Houston
1327,SBOTZ,USA,South Bend
1329,The ViPrs,USA,Saint Louis
1330,Quiet Riot,Canada,Toronto
1331,Broot Force,USA,Bloomington
1332,SWIFT,USA,Collbran
1334,OT Devils,Canada,Oakville
1335,Cognitive Hazard,USA,Raymond
1336,The Untouchables,USA,Lexington
1337,Team 1337,,
1338,Birds of Prey,USA,Aurora
1339,Angelbotics,USA,Denver
1340,Spartan Robotics,USA,Queens
1341,The Renegades,USA,Sarasota
1342,Lord of the Bots,USA,Seattle
1343,DV ROBOTICS,USA,Phoenix
1345,Platinum Dragons,USA,Ft. Lauderdale
1346,Trobotics,Canada,Vancouver
1347,E-Robotics,Canada,Ottawa
1348,Electric Anarchy,USA,Denver
1349,Inter-tribal Robotics Group,USA,Flandreau
1350,The Rambots,USA,Providence
1351,TKO,USA,San Jose
1352,Huskie Robotics,Canada,Stratford
1353,The Spartans,Canada,Mississauga
1355,Stallions,Canada,Wingham
1356,Écoles secondaires l'Essor et Lajeunesse,Canada,Tecumseh
1357,High Voltage,USA,Loveland
1358,The Generals,USA,Levittown
1359,Scalawags,USA,Lebanon
1360,Orbit Robotics,Canada,Oakville
1361,Nightmare Robotics,USA,Colorado Springs
1364,Team 1364,USA,Kennesaw
1365,The Bot Docs,USA,Chicago
1366,Roughriders,USA,Newark
1367,Blue Bears,USA,Newark
1368,Perpetual Motion,USA,Clearwater
1369,Minotaur,USA,Tampa
1370,Thermogenesis,USA,Middletown
1371,Cosmic Gold,USA,Atlanta
1372,Lambda^3,USA,San Diego
1373,Spontaneous Combustion,USA,Storrs
1374,Amped Up,Canada,Oakville
1375,Trobots,USA,Aurora
1376,The Spaceballs,USA,Snellville
1377,Adams 12 Aliens,USA,Thornton
1378,Hilo Viking Robotics,USA,Hilo
1379,Gear Devils,USA,Norcross
1380,Steel Dragons,USA,Lilburn
1382,ETEP Team,Brazil,São José dos Campos
1384,Vineland High School Fighting Clan,USA,Vineland
1385,The Brainstormers,Canada,Waterloo
1386,The Trobots,USA,Canton
1387,Rudy's Rangers,USA,Fair Oaks
1388,Eagle Robotics,USA,Arroyo Grande
1389,The Body Electric,USA,Bethesda
1390,MEKHEADS,USA,St. Cloud & Harmony
1391,The Metal Moose,USA,West Chester
1392,KINEMATRIX,Canada,Ajax
1393,Nordic Legions,USA,Albuquerque
1394,The Juggernaut,USA,Philadelphia
1395,Los Picachos,USA,Commerce City
1396,Pyrobots,USA,Staten Island
1397,Oh!  know,Canada,Ajax
1398,1398 Robo-Raiders,USA,Columbia
1401,Mekanicats,Mexico,Naucalpan
1402,Freedom FORCE,USA,Orlando
1403,Team 1403 Cougar Robotics,USA,Skillman
1404,Shocks,Canada,Toronto
1405,Finney Falcons,USA,Penfield
1406,Team Robius,USA,Roswell
1407,The ElectroCats,USA,Winder
1408,The Saintinators,USA,Edgewater
1409,Team 1409,USA,Great Barrington
1410,The Kraken,USA,Denver
1411,Trojens,Canada,Brampton
1412,The Comet Warriors,USA,Hackensack
1413,Skrappy 1413,USA,Skipwith
1414,IHOT,USA,Atlanta
1415,The Flying Pumpkins,USA,Columbus
1416,Overlake Robotics Branch,USA,Redmond
1417,Titans,USA,Roanoke
1418,Vae Victis,USA,Falls Church
1419,Rustic Roboteers,Canada,Courtice
1420,Dept. of Exceptional Robots,USA,Baltimore
1421,Team CHAOS,USA,Picayune
1422,The Neon Knights,USA,Fresno
1425,Error Code Xero,USA,Wilsonville
1426,Cougartronics,USA,Las Cruces
1427,Team 1427,USA,Reno
1428,T-Birds,USA,Zuni
1429,TEAM KAOS,USA,Galena Park
1430,WRONG Doers,USA,Anchorage
1432,Metal Beavers,USA,Portland
1433,Tiger Techies,USA,Newberg
1435,The pi-Rats,USA,Maryland Heights
1436,Jackets,USA,Fort Mill
1437,Robot Rams,USA,St. Louis
1438,The A Team,USA,Anaheim
1439,Mays RBOT,USA,Atlanta
1440,Warriors,USA,Savannah
1441,RAVENS,USA,Bellevue
1442,Ehecatl,Mexico,Juarez
1444,Lightning,USA,Saint Louis
1445,Webb Spark,USA,Knoxville
1446,Robo Knights,USA,Washington
1447,Panther Robotics,USA,Center Line
1448,Parsons Vikings,USA,Parsons
1449,Robocats,USA,Williamsport
1450,XQ Robotix Team 1450,USA,Rochester
1451,RoboKnights,USA,Troy
1452,Omnicats,USA,Los Angeles
1453,RoboCubs,USA,Los Angeles
1455,NEC,USA,Wyncote
1456,GrizzlyBots,USA,Chandler
1457,TRONN,USA,Reno
1458,Red Tie Robotics,USA,Danville
1459,Bearcats,USA,Pilot Point
1460,Robolution,USA,Houston
1461,Golden Hawks,USA,Miami Springs
1462,Tekeez,USA,New York
1463,Transformers,USA,Burke
1464, Wolves,USA,Westminster
1465,Code Breakers,USA,Bronx
1466,Webb Robotics,USA,Knoxville
1467,HSRO,USA,Midlothian
1468,Hicksville J-Birds,USA,Hicksville
1469,The Labcoats,USA,Greensboro
1470,DA Bears,USA,Pittsburgh
1472,GENESIS,USA,Baton Rouge
1474,Titans,USA,Tewksbury
1475,LOOSE CONNECTIONS,USA,Leo
1476,Der Eisenflug,USA,Detroit
1477,Texas Torque,USA,Conroe
1478,The OZ Men,USA,Seneca
1479,SWAT Team,USA,Houston
1480,Robatos Locos,USA,Houston
1481,The Riveters,USA,Farmington Hills
1482,Grizzlies,Canada,Calgary
1484,Hoggzilla,USA,Houston
1485,Team 1485,USA,Houston
1486,Knight Robotics,Canada,Calgary
1489,Blood Sweat Gears,USA,Birmingham
1490,Sparta's Rockets,USA,Houston
1492,Team CAUTION,USA,Phoenix
1493,Falcons,USA,Albany
1495,Red Devils,USA,West Grove
1496,IGUANA #1496,Ecuador,Quito
1497,Ram Robotics,USA,Jacksonville
1498,The Polar Pilots,USA,Richmond
1500,Metal-Morphose,USA,Hudsonville
1501,Team THRUST,USA,Huntington
1502,Technical Difficulties,USA,Chelsea
1503,Spartonics,Canada,Niagara Falls
1504,Desperate Penguins,USA,Okemos
1505,Roybotics,USA,Roy
1506,Metal Muscle,USA,Flint
1507,Warlocks,USA,Lockport
1508,RoboWizards,USA,Detroit
1509,Screamin Eagles,USA,Ferndale
1510,Wildcats,USA,Portland
1511,Rolling Thunder,USA,Penfield
1512,The Big Red,USA,Concord
1513,Cyclones,USA,Spring
1514,The Vikes,Canada,Toronto
1515,MorTorq,USA,Beverly Hills
1516,Fightin' Grizzlies,USA,San Ramon
1517,AMP'D UP,USA,Concord
1518,Raider Robotics,USA,Palmyra
1519,Mechanical Mayhem,USA,Milford
1520,Omega - 13,USA,New York
1522,DOTM - Defenders of the Multiverse,USA,Mechanicsville
1523,MARS (Mega Awesome Robotic Systems),USA,Jupiter
1524,Gladiators,USA,New Britain
1525,Deerfield High School Warriors,USA,Deerfield
1527,Bionic Battalion,USA,El Cajon
1528,MTR (Monroe Trojan Robotics),USA,Monroe
1529,CyberCards,USA,Greenwood
1530,Vikings,USA,Richmond
1531,Team Lake Effect,USA,Mexico
1532,Royals,USA,Cleveland
1533,Triple Strange,USA,Greensboro
1534,Abramson Robotic Soldiers,USA,New Orleans
1535,Knights of Alloy,Canada,Sault Ste Marie
1537,Robotic Knights,USA,Uniondale
1538,The Holy Cows,USA,San Diego
1539,Clover Eagle Robotics,USA,Clover
1540,Flaming Chickens,USA,Portland
1541,MidloCanics,USA,Midlothian
1542,Heart of London,Kingdom,London
1543,The Riddler Revolution,USA,Kissimmee
1544,One Byte Short,USA,Anchorage
1545,DSF Robotics,USA,Richmond
1546,"Chaos, Inc.",USA,Baldwin
1547,"""Where's Waldo?""",Canada,Whitby
1548,Highlanders,USA,Anchorage
1549,Fire TraXX,USA,Ann Arbor
1550,The Botics Squad,USA,New Orleans
1551,The Grapes of Wrath,USA,Naples
1552,CougarBots,USA,Niwot
1553,KC Robotics Team,USA,Lugoff
1554,Oceanside Kraken,USA,Oceanside
1555,CryoFrost,USA,Elkhart
1556,Robo Raiders,USA,North Hills
1557,12 Volt Bolt,USA,Tavares
1558,ACCIdent,Canada,Toronto
1559,Devil Tech,USA,Victor
1560,RoboPanthers,USA,Los Altos Hills
1561,Roboducks,USA,Oklahoma City
1562,RMSEL Robotics,USA,Denver
1563,ROBO-CATS,USA,Newark
1564,J.A.G.S.,Canada,Toronto
1565,Think Tank Technologies (T3),Canada,Cambridge
1566,AMMOKNIGHTS,USA,Idaho Falls
1567,Shock-a-bots,USA,Rochester
1568,Mechanicatz,USA,Pawtucket
1569,Haywire Robotics,USA,Pocatello
1570,Demons,Canada,Vancouver
1571,CALibrate Robotics,USA,Gresham
1572,The Hammer Heads,USA,San Diego
1573,Kfar Galim,Israel,Kfar Galim
1574,MisCar,Israel,Misgav
1575,Team 1575,,
1576,Voltrix,Israel,Tel Aviv
1577,Steampunk,Israel,Raanana
1578,The Purple RoboSnails,Israel,Tel Aviv
1579,Shevach-Mofet,Israel,Tel Aviv
1580,The Blue Monkeys,Israel,Ashkelon
1581,Team 1581,,
1582,Dantziger,Israel,Kiryat Shmona
1583,Ridge View Academy Rambotics,USA,Watkins
1584,Pirates,USA,Nederland
1585,Scitobor Robotics,USA,Shortsville
1588,The Crunken Masters,USA,Atlanta
1589,DYNAMIC (Desgin Young New Advance Minds In Competition) BOTICS,USA,New Orleans
1590,Titaniums,USA,Lorain
1591,Greece Gladiators,USA,Rochester
1592,Bionic Tigers,USA,Cocoa
1593,2 Hot 2 Trot,USA,New York
1594,Double X,USA,New York
1595,The Dragons,USA,Spokane
1596,The Instigators,USA,Sault Sainte Marie
1597,BxAero,USA,Bronx
1598,TeamTalon 1598,USA,Danville
1599,CircuiTree,USA,Mechanicsville
1600,ROBO KINGS AND QUEENS,USA,Brooklyn
1601,Quantum Samurai,USA,Long Island City
1602,CougarBots,USA,Detroit
1603,Libas,Brazil,Novo Hamburgo
1604,Mekheads,USA,Harmony
1605,RoboHawks,Canada,Toronto
1606,Division Dragons,USA,Levittown
1607,Rough Riders,USA,Roosevelt
1609,West Allied Robotics -W.A.R.,USA,Ballwin
1610,⛴ Blackwater Robotics ⛴,USA,Franklin
1611,NOS,USA,Guyton
1612,Robo-Sharks,USA,Brooksville
1613,StARC,USA,San Diego
1616,weequahic indians,USA,Newark
1617,The Mighty Bulldogs,USA,Newark
1618,Capital Robotics ,USA,Columbia
1619,Up-A-Creek Robotics,USA,Longmont
1620,Robolution,Canada,Pickering
1621,Eniac,Brazil,Guarulhos
1622,Team Spyder,USA,Poway
1623,Banner Bots,USA,Faribault
1624,The Green Grinches,USA,Vancouver
1625,Winnovation,USA,Winnebago
1626,Falcon Robotics,USA,Metuchen
1628,SENAI Mechatronics,Brazil,Caxias Do Sul
1629,Garrett Coalition (GaCo),USA,Accident
1631,Rockin Robots,USA,Henderson
1633,RoboBuffs,USA,Tempe
1634,Wreckers,USA,Weatherly
1635,TECHNOTICS,USA,Elmhurst
1636,Reds Robotics,USA,Arvada
1640,Sab-BOT-age,USA,Downingtown
1641,Where's Waldo?,USA,Mojave
1642,Techno-Cats,USA,Ft. Worth
1643,Bob's Builders in Black,USA,Tallmadge
1644,The Robo-Skunks,USA,Los Angeles
1645,Butte Bot Builders,USA,Butte
1646,Precision Guessworks,USA,Lafayette
1647,Iron Devils,USA,Tabernacle
1648,G3 Robotics,USA,Atlanta
1649,Lakerbotics,USA,Windermere
1650,Prodigies of Technology,USA,Columbia
1651,TBA,USA,Palm Beach County
1652,LakeView Legends,USA,Pleasant Prairie
1653,Washington High School RoboKatz,USA,Kansas City
1654,The Non Conformants,USA,Holland
1655,Screaming Eagles,USA,Marion
1656,Angry Scotsmen,USA,Haverford
1657,Hamosad,Israel,Ein Shemer
1658,Tech Heads,USA,St. Louis
1660,Harlem Knights,USA,New York
1661,Griffitrons,USA,Sherman Oaks
1662,Raptor Force Engineering,USA,Lodi
1665,Weapons of Mass Construction,USA,Hudson
1666,REDSKINS,USA,Liberal
1667,Broncobotix,USA,Spring Hill
1669,The Jaganators,USA,Long Beach
1670,FHJCC  Eagles,USA,Manhattan
1671,Buchanan Bird Brains,USA,Clovis
1672,Robo T-Birds,USA,Mahwah
1674,Lake Effect ,USA,Onekama
1675,UPS (Ultimate Protection Squad),USA,Milwaukee
1676,The Pascack PI-oneers,USA,Montvale
1677,Qunatum Ninjas,USA,Kalamazoo
1678,Citrus Circuits,USA,Davis
1680,Fort Erie Secondary School,Canada,Fort Erie
1682,Eye Bots,USA,Riverside
1683,Techno Titans,USA,Johns Creek
1684,The Chimeras,USA,Lapeer
1685,Tech-Know Commandos,USA,Worcester
1686,Team Navigator,USA,Worcester
1687,Highlander Robotics,USA,Worcester
1688,Team Stick Shift,USA,Staten Island
1689,Blazing Bengals,USA,Bloomfield
1690,Orbit,Israel,Binyamina
1691,EaglesBots,USA,Sidney
